Date,ATM_ID,Withdrawal_Amount,Day_of_Week,Holiday_Flag
2022-02-02,ATM_3,3237.65,Wednesday,0
2022-02-02,ATM_4,2920.47,Wednesday,0
2022-02-02,ATM_5,3635.67,Wednesday,0
2022-02-03,ATM_1,4105.06,Thursday,0
2022-02-03,ATM_2,2736.74,Thursday,0
2022-02-03,ATM_3,3774.23,Thursday,0
2022-02-03,ATM_4,3271.57,Thursday,0
2022-02-03,ATM_5,4009.58,Thursday,0
2022-02-04,ATM_1,1429.24,Friday,0
2022-02-04,ATM_2,3759.2,Friday,0
2022-02-04,ATM_3,1580.59,Friday,0
2022-02-04,ATM_4,1518.8,Friday,0
2022-02-04,ATM_5,2148.66,Friday,0
2022-02-05,ATM_1,4992.68,Saturday,0
2022-02-05,ATM_2,2322.83,Saturday,0
2022-02-05,ATM_3,3956.09,Saturday,0
2022-02-05,ATM_4,2370.75,Saturday,0
2022-02-05,ATM_5,3614.77,Saturday,0
2022-02-06,ATM_1,3051.16,Sunday,0
2022-02-06,ATM_2,3066.42,Sunday,0
2022-02-06,ATM_3,1153.55,Sunday,0
2022-02-06,ATM_4,4284.45,Sunday,0
2022-02-06,ATM_5,3898.66,Sunday,0
2022-02-07,ATM_1,1701.25,Monday,0
2022-02-07,ATM_2,695.15,Monday,0
2022-02-07,ATM_3,535.17,Monday,0
2022-02-07,ATM_4,2337.87,Monday,0
2022-02-07,ATM_5,1740.06,Monday,0
2022-02-08,ATM_1,1680.71,Tuesday,0
2022-02-08,ATM_2,815.71,Tuesday,0
2022-02-08,ATM_3,1690.34,Tuesday,0
2022-02-08,ATM_4,2195.61,Tuesday,0
2022-02-08,ATM_5,2344.74,Tuesday,0
2022-02-09,ATM_1,973.85,Wednesday,0
2022-02-09,ATM_2,2267.94,Wednesday,0
2022-02-09,ATM_3,2334.61,Wednesday,0
2022-02-09,ATM_4,668.94,Wednesday,0
2022-02-09,ATM_5,1936.75,Wednesday,0
2022-02-10,ATM_1,2089.14,Thursday,0
2022-02-10,ATM_2,898.87,Thursday,0
2022-02-10,ATM_3,2827.59,Thursday,0
2022-02-10,ATM_4,2017.49,Thursday,0
2022-02-10,ATM_5,2177.84,Thursday,0
2022-02-11,ATM_1,1657.9,Friday,0
2022-02-11,ATM_2,563.0,Friday,0
2022-02-11,ATM_3,1439.64,Friday,0
2022-02-11,ATM_4,2377.19,Friday,0
2022-02-11,ATM_5,2398.23,Friday,0
2022-02-12,ATM_1,4885.79,Saturday,0
2022-02-12,ATM_2,4040.86,Saturday,0
2022-02-12,ATM_3,2897.78,Saturday,0
2022-02-12,ATM_4,3688.42,Saturday,0
2022-02-12,ATM_5,3080.61,Saturday,0
2022-02-13,ATM_1,4106.93,Sunday,0
2022-02-13,ATM_2,3907.33,Sunday,0
2022-02-13,ATM_3,3053.24,Sunday,0
2022-02-13,ATM_4,4380.51,Sunday,0
2022-02-13,ATM_5,3166.92,Sunday,0
2022-02-14,ATM_1,1081.31,Monday,0
2022-02-14,ATM_2,763.91,Monday,0
2022-02-14,ATM_3,1385.58,Monday,0
2022-02-14,ATM_4,1023.92,Monday,0
2022-02-14,ATM_5,1905.65,Monday,0
2022-02-15,ATM_1,1319.59,Tuesday,0
2022-02-15,ATM_2,1322.9,Tuesday,0
2022-02-15,ATM_3,2544.36,Tuesday,0
2022-02-15,ATM_4,2976.98,Tuesday,0
2022-02-15,ATM_5,2232.49,Tuesday,0
2022-02-16,ATM_1,2961.33,Wednesday,0
2022-02-16,ATM_2,2719.98,Wednesday,0
2022-02-16,ATM_3,1860.26,Wednesday,0
2022-02-16,ATM_4,888.71,Wednesday,0
2022-02-16,ATM_5,1481.5,Wednesday,0
2022-02-17,ATM_1,2314.57,Thursday,0
2022-02-17,ATM_2,2768.18,Thursday,0
2022-02-17,ATM_3,541.01,Thursday,0
2022-02-17,ATM_4,1569.15,Thursday,0
2022-02-17,ATM_5,1906.04,Thursday,0
2022-02-18,ATM_1,2828.58,Friday,0
2022-02-18,ATM_2,1250.42,Friday,0
2022-02-18,ATM_3,2630.45,Friday,0
2022-02-18,ATM_4,1289.81,Friday,0
2022-02-18,ATM_5,1540.1,Friday,0
2022-02-19,ATM_1,2956.93,Saturday,0
2022-02-19,ATM_2,1404.46,Saturday,0
2022-02-19,ATM_3,1477.14,Saturday,0
2022-02-19,ATM_4,2562.55,Saturday,0
2022-02-19,ATM_5,2015.67,Saturday,0
2022-02-20,ATM_1,3560.64,Sunday,0
2022-02-20,ATM_2,4663.84,Sunday,0
2022-02-20,ATM_3,4498.52,Sunday,0
2022-02-20,ATM_4,2966.28,Sunday,0
2022-02-20,ATM_5,2209.86,Sunday,0
2022-02-21,ATM_1,578.38,Monday,0
2022-02-21,ATM_2,600.07,Monday,0
2022-02-21,ATM_3,1763.88,Monday,0
2022-02-21,ATM_4,2092.52,Monday,0
2022-02-21,ATM_5,2994.61,Monday,0
2022-02-22,ATM_1,2443.43,Tuesday,0
2022-02-22,ATM_2,1332.8,Tuesday,0
2022-02-22,ATM_3,2445.97,Tuesday,0
2022-02-22,ATM_4,2034.15,Tuesday,0
2022-02-22,ATM_5,556.36,Tuesday,0
2022-02-23,ATM_1,2651.04,Wednesday,0
2022-02-23,ATM_2,2478.13,Wednesday,0
2022-02-23,ATM_3,763.85,Wednesday,0
2022-02-23,ATM_4,975.4,Wednesday,0
2022-02-23,ATM_5,2724.98,Wednesday,0
2022-02-24,ATM_1,1871.13,Thursday,0
2022-02-24,ATM_2,2482.02,Thursday,0
2022-02-24,ATM_3,2320.96,Thursday,0
2022-02-24,ATM_4,2635.77,Thursday,0
2022-02-24,ATM_5,2581.98,Thursday,0
2022-02-25,ATM_1,2690.49,Friday,0
2022-02-25,ATM_2,2411.67,Friday,0
2022-02-25,ATM_3,787.5,Friday,0
2022-02-25,ATM_4,1850.85,Friday,0
2022-02-25,ATM_5,2454.62,Friday,0
2022-02-26,ATM_1,1327.75,Saturday,0
2022-02-26,ATM_2,1862.73,Saturday,0
2022-02-26,ATM_3,3593.54,Saturday,0
2022-02-26,ATM_4,3566.04,Saturday,0
2022-02-26,ATM_5,3715.52,Saturday,0
2022-02-27,ATM_1,2090.41,Sunday,0
2022-02-27,ATM_2,3894.16,Sunday,0
2022-02-27,ATM_3,1854.64,Sunday,0
2022-02-27,ATM_4,2370.25,Sunday,0
2022-02-27,ATM_5,3352.53,Sunday,0
2022-02-28,ATM_1,835.73,Monday,0
2022-02-28,ATM_2,2458.6,Monday,0
2022-02-28,ATM_3,1621.33,Monday,0
2022-02-28,ATM_4,2099.33,Monday,0
2022-02-28,ATM_5,2511.67,Monday,0
2022-03-01,ATM_1,2459.97,Tuesday,0
2022-03-01,ATM_2,3861.02,Tuesday,0
2022-03-01,ATM_3,2609.94,Tuesday,0
2022-03-01,ATM_4,4779.43,Tuesday,0
2022-03-01,ATM_5,4990.37,Tuesday,0
2022-03-02,ATM_1,2311.55,Wednesday,0
2022-03-02,ATM_2,3470.65,Wednesday,0
2022-03-02,ATM_3,3826.19,Wednesday,0
2022-03-02,ATM_4,3162.21,Wednesday,0
2022-03-02,ATM_5,4526.26,Wednesday,0
2022-03-03,ATM_1,4212.3,Thursday,0
2022-03-03,ATM_2,3999.79,Thursday,0
2022-03-03,ATM_3,3765.16,Thursday,0
2022-03-03,ATM_4,1650.22,Thursday,0
2022-03-03,ATM_5,2593.85,Thursday,0
2022-03-04,ATM_1,3899.68,Friday,0
2022-03-04,ATM_2,4495.06,Friday,0
2022-03-04,ATM_3,1760.1,Friday,0
2022-03-04,ATM_4,1664.52,Friday,0
2022-03-04,ATM_5,3197.68,Friday,0
2022-03-05,ATM_1,2910.82,Saturday,0
2022-03-05,ATM_2,4242.01,Saturday,0
2022-03-05,ATM_3,2578.15,Saturday,0
2022-03-05,ATM_4,3833.99,Saturday,0
2022-03-05,ATM_5,4980.77,Saturday,0
2022-03-06,ATM_1,1288.2,Sunday,0
2022-03-06,ATM_2,4397.48,Sunday,0
2022-03-06,ATM_3,4732.1,Sunday,0
2022-03-06,ATM_4,2302.26,Sunday,0
2022-03-06,ATM_5,2853.79,Sunday,0
2022-03-07,ATM_1,844.27,Monday,0
2022-03-07,ATM_2,1192.47,Monday,0
2022-03-07,ATM_3,1631.83,Monday,0
2022-03-07,ATM_4,2862.18,Monday,0
2022-03-07,ATM_5,823.74,Monday,0
2022-03-08,ATM_1,1956.18,Tuesday,0
2022-03-08,ATM_2,2659.14,Tuesday,0
2022-03-08,ATM_3,2674.01,Tuesday,0
2022-03-08,ATM_4,2672.65,Tuesday,0
2022-03-08,ATM_5,1286.65,Tuesday,0
2022-03-09,ATM_1,2911.74,Wednesday,0
2022-03-09,ATM_2,2095.31,Wednesday,0
2022-03-09,ATM_3,2504.34,Wednesday,0
2022-03-09,ATM_4,2132.79,Wednesday,0
2022-03-09,ATM_5,546.09,Wednesday,0
2022-03-10,ATM_1,1325.98,Thursday,0
2022-03-10,ATM_2,1020.45,Thursday,0
2022-03-10,ATM_3,1331.25,Thursday,0
2022-03-10,ATM_4,660.39,Thursday,0
2022-03-10,ATM_5,2929.11,Thursday,0
2022-03-11,ATM_1,2253.53,Friday,0
2022-03-11,ATM_2,1684.96,Friday,0
2022-03-11,ATM_3,1555.07,Friday,0
2022-03-11,ATM_4,2087.64,Friday,0
2022-03-11,ATM_5,1646.05,Friday,0
2022-03-12,ATM_1,4606.75,Saturday,0
2022-03-12,ATM_2,4932.59,Saturday,0
2022-03-12,ATM_3,4961.19,Saturday,0
2022-03-12,ATM_4,1718.22,Saturday,0
2022-03-12,ATM_5,2160.58,Saturday,0
2022-03-13,ATM_1,1663.5,Sunday,0
2022-03-13,ATM_2,2188.59,Sunday,0
2022-03-13,ATM_3,3964.65,Sunday,0
2022-03-13,ATM_4,2322.17,Sunday,0
2022-03-13,ATM_5,3994.43,Sunday,0
2022-03-14,ATM_1,1658.25,Monday,0
2022-03-14,ATM_2,2990.52,Monday,0
2022-03-14,ATM_3,2054.22,Monday,0
2022-03-14,ATM_4,2564.57,Monday,0
2022-03-14,ATM_5,989.98,Monday,0
2022-03-15,ATM_1,2911.65,Tuesday,0
2022-03-15,ATM_2,2213.35,Tuesday,0
2022-03-15,ATM_3,1914.82,Tuesday,0
2022-03-15,ATM_4,2909.76,Tuesday,0
2022-03-15,ATM_5,1094.09,Tuesday,0
2022-03-16,ATM_1,2313.35,Wednesday,0
2022-03-16,ATM_2,1808.38,Wednesday,0
2022-03-16,ATM_3,1325.07,Wednesday,0
2022-03-16,ATM_4,2934.91,Wednesday,0
2022-03-16,ATM_5,2257.2,Wednesday,0
2022-03-17,ATM_1,2489.26,Thursday,0
2022-03-17,ATM_2,2006.63,Thursday,0
2022-03-17,ATM_3,1200.95,Thursday,0
2022-03-17,ATM_4,2348.1,Thursday,0
2022-03-17,ATM_5,2526.64,Thursday,0
2022-03-18,ATM_1,1932.71,Friday,0
2022-03-18,ATM_2,1014.21,Friday,0
2022-03-18,ATM_3,2590.77,Friday,0
2022-03-18,ATM_4,2499.33,Friday,0
2022-03-18,ATM_5,1864.82,Friday,0
2022-03-19,ATM_1,1880.71,Saturday,0
2022-03-19,ATM_2,4378.97,Saturday,0
2022-03-19,ATM_3,4996.68,Saturday,0
2022-03-19,ATM_4,2360.53,Saturday,0
2022-03-19,ATM_5,4706.56,Saturday,0
2022-03-20,ATM_1,3381.48,Sunday,0
2022-03-20,ATM_2,2735.87,Sunday,0
2022-03-20,ATM_3,4491.31,Sunday,0
2022-03-20,ATM_4,4958.97,Sunday,0
2022-03-20,ATM_5,2242.54,Sunday,0
2022-03-21,ATM_1,2243.05,Monday,0
2022-03-21,ATM_2,2064.58,Monday,0
2022-03-21,ATM_3,1121.06,Monday,0
2022-03-21,ATM_4,2719.39,Monday,0
2022-03-21,ATM_5,799.55,Monday,0
2022-03-22,ATM_1,2540.66,Tuesday,0
2022-03-22,ATM_2,1498.14,Tuesday,0
2022-03-22,ATM_3,2733.61,Tuesday,0
2022-03-22,ATM_4,1588.31,Tuesday,0
2022-03-22,ATM_5,859.23,Tuesday,0
2022-03-23,ATM_1,922.48,Wednesday,0
2022-03-23,ATM_2,2014.01,Wednesday,0
2022-03-23,ATM_3,2746.49,Wednesday,0
2022-03-23,ATM_4,1992.91,Wednesday,0
2022-03-23,ATM_5,2667.36,Wednesday,0
2022-03-24,ATM_1,1507.74,Thursday,0
2022-03-24,ATM_2,2522.87,Thursday,0
2022-03-24,ATM_3,2993.97,Thursday,0
2022-03-24,ATM_4,1794.57,Thursday,0
2022-03-24,ATM_5,1485.02,Thursday,0
2022-03-25,ATM_1,562.69,Friday,0
2022-03-25,ATM_2,1468.36,Friday,0
2022-03-25,ATM_3,1857.43,Friday,0
2022-03-25,ATM_4,2592.07,Friday,0
2022-03-25,ATM_5,762.86,Friday,0
2022-03-26,ATM_1,2097.76,Saturday,0
2022-03-26,ATM_2,3996.49,Saturday,0
2022-03-26,ATM_3,3998.76,Saturday,0
2022-03-26,ATM_4,3517.91,Saturday,0
2022-03-26,ATM_5,2392.93,Saturday,0
2022-03-27,ATM_1,4603.92,Sunday,0
2022-03-27,ATM_2,3529.38,Sunday,0
2022-03-27,ATM_3,4883.93,Sunday,0
2022-03-27,ATM_4,2787.02,Sunday,0
2022-03-27,ATM_5,1420.91,Sunday,0
2022-03-28,ATM_1,1358.56,Monday,0
2022-03-28,ATM_2,2284.09,Monday,0
2022-03-28,ATM_3,2874.98,Monday,0
2022-03-28,ATM_4,643.67,Monday,0
2022-03-28,ATM_5,2461.55,Monday,0
2022-03-29,ATM_1,2013.25,Tuesday,0
2022-03-29,ATM_2,1711.42,Tuesday,0
2022-03-29,ATM_3,1195.28,Tuesday,0
2022-03-29,ATM_4,1242.65,Tuesday,0
2022-03-29,ATM_5,1631.13,Tuesday,0
2022-03-30,ATM_1,1047.88,Wednesday,0
2022-03-30,ATM_2,1660.38,Wednesday,0
2022-03-30,ATM_3,2157.3,Wednesday,0
2022-03-30,ATM_4,2168.44,Wednesday,0
2022-03-30,ATM_5,2284.98,Wednesday,0
2022-03-31,ATM_1,1503.65,Thursday,0
2022-03-31,ATM_2,2941.57,Thursday,0
2022-03-31,ATM_3,2977.86,Thursday,0
2022-03-31,ATM_4,1133.46,Thursday,0
2022-03-31,ATM_5,1014.28,Thursday,0
2022-04-01,ATM_1,4064.22,Friday,0
2022-04-01,ATM_2,1079.16,Friday,0
2022-04-01,ATM_3,4293.85,Friday,0
2022-04-01,ATM_4,1304.74,Friday,0
2022-04-01,ATM_5,2979.11,Friday,0
2022-04-02,ATM_1,1562.89,Saturday,0
2022-04-02,ATM_2,3408.39,Saturday,0
2022-04-02,ATM_3,4028.95,Saturday,0
2022-04-02,ATM_4,3115.3,Saturday,0
2022-04-02,ATM_5,2334.21,Saturday,0
2022-04-03,ATM_1,4038.87,Sunday,0
2022-04-03,ATM_2,1615.76,Sunday,0
2022-04-03,ATM_3,1622.01,Sunday,0
2022-04-03,ATM_4,4711.22,Sunday,0
2022-04-03,ATM_5,2967.08,Sunday,0
2022-04-04,ATM_1,3592.85,Monday,0
2022-04-04,ATM_2,3141.19,Monday,0
2022-04-04,ATM_3,4347.88,Monday,0
2022-04-04,ATM_4,2225.76,Monday,0
2022-04-04,ATM_5,1995.38,Monday,0
2022-04-05,ATM_1,4965.35,Tuesday,0
2022-04-05,ATM_2,3253.87,Tuesday,0
2022-04-05,ATM_3,3817.97,Tuesday,0
2022-04-05,ATM_4,4953.72,Tuesday,0
2022-04-05,ATM_5,2626.22,Tuesday,0
2022-04-06,ATM_1,2948.37,Wednesday,0
2022-04-06,ATM_2,2934.19,Wednesday,0
2022-04-06,ATM_3,1147.33,Wednesday,0
2022-04-06,ATM_4,2225.12,Wednesday,0
2022-04-06,ATM_5,2942.11,Wednesday,0
2022-04-07,ATM_1,857.18,Thursday,0
2022-04-07,ATM_2,2040.42,Thursday,0
2022-04-07,ATM_3,1200.14,Thursday,0
2022-04-07,ATM_4,2466.64,Thursday,0
2022-04-07,ATM_5,1278.1,Thursday,0
2022-04-08,ATM_1,864.4,Friday,0
2022-04-08,ATM_2,1207.05,Friday,0
2022-04-08,ATM_3,2400.92,Friday,0
2022-04-08,ATM_4,649.25,Friday,0
2022-04-08,ATM_5,2431.89,Friday,0
2022-04-09,ATM_1,4672.71,Saturday,0
2022-04-09,ATM_2,3474.09,Saturday,0
2022-04-09,ATM_3,4092.08,Saturday,0
2022-04-09,ATM_4,1010.75,Saturday,0
2022-04-09,ATM_5,2536.01,Saturday,0
2022-04-10,ATM_1,2916.36,Sunday,0
2022-04-10,ATM_2,1848.66,Sunday,0
2022-04-10,ATM_3,4324.22,Sunday,0
2022-04-10,ATM_4,2381.83,Sunday,0
2022-04-10,ATM_5,3091.12,Sunday,0
2022-04-11,ATM_1,2253.77,Monday,0
2022-04-11,ATM_2,824.22,Monday,0
2022-04-11,ATM_3,870.26,Monday,0
2022-04-11,ATM_4,1137.92,Monday,0
2022-04-11,ATM_5,947.46,Monday,0
2022-04-12,ATM_1,2254.67,Tuesday,0
2022-04-12,ATM_2,2548.88,Tuesday,0
2022-04-12,ATM_3,1273.12,Tuesday,0
2022-04-12,ATM_4,1249.02,Tuesday,0
2022-04-12,ATM_5,1559.67,Tuesday,0
2022-04-13,ATM_1,1636.31,Wednesday,0
2022-04-13,ATM_2,1983.57,Wednesday,0
2022-04-13,ATM_3,1404.58,Wednesday,0
2022-04-13,ATM_4,2018.34,Wednesday,0
2022-04-13,ATM_5,1061.14,Wednesday,0
2022-04-14,ATM_1,980.55,Thursday,0
2022-04-14,ATM_2,1127.66,Thursday,0
2022-04-14,ATM_3,1892.88,Thursday,0
2022-04-14,ATM_4,2390.37,Thursday,0
2022-04-14,ATM_5,2110.89,Thursday,0
2022-04-15,ATM_1,2380.51,Friday,0
2022-04-15,ATM_2,1440.95,Friday,0
2022-04-15,ATM_3,2899.44,Friday,0
2022-04-15,ATM_4,2923.4,Friday,0
2022-04-15,ATM_5,782.3,Friday,0
2022-04-16,ATM_1,1300.33,Saturday,0
2022-04-16,ATM_2,4281.21,Saturday,0
2022-04-16,ATM_3,4419.05,Saturday,0
2022-04-16,ATM_4,1936.88,Saturday,0
2022-04-16,ATM_5,1447.0,Saturday,0
2022-04-17,ATM_1,2063.69,Sunday,0
2022-04-17,ATM_2,3969.55,Sunday,0
2022-04-17,ATM_3,1726.34,Sunday,0
2022-04-17,ATM_4,4255.49,Sunday,0
2022-04-17,ATM_5,4714.41,Sunday,0
2022-04-18,ATM_1,869.55,Monday,0
2022-04-18,ATM_2,2298.23,Monday,0
2022-04-18,ATM_3,2379.57,Monday,0
2022-04-18,ATM_4,2315.09,Monday,0
2022-04-18,ATM_5,839.51,Monday,0
2022-04-19,ATM_1,880.17,Tuesday,0
2022-04-19,ATM_2,2140.88,Tuesday,0
2022-04-19,ATM_3,2274.7,Tuesday,0
2022-04-19,ATM_4,1573.18,Tuesday,0
2022-04-19,ATM_5,2086.68,Tuesday,0
2022-04-20,ATM_1,637.0,Wednesday,0
2022-04-20,ATM_2,634.69,Wednesday,0
2022-04-20,ATM_3,1874.5,Wednesday,0
2022-04-20,ATM_4,2795.5,Wednesday,0
2022-04-20,ATM_5,2045.31,Wednesday,0
2022-04-21,ATM_1,2037.24,Thursday,0
2022-04-21,ATM_2,2596.6,Thursday,0
2022-04-21,ATM_3,2759.54,Thursday,0
2022-04-21,ATM_4,1895.35,Thursday,0
2022-04-21,ATM_5,1627.26,Thursday,0
2022-04-22,ATM_1,1506.47,Friday,0
2022-04-22,ATM_2,1407.12,Friday,0
2022-04-22,ATM_3,2212.36,Friday,0
2022-04-22,ATM_4,711.03,Friday,0
